place_id,name,IG_link,img_source
ChIJC3j59oupQjQRH7rZvc7lWbk,蒸夠臭素食蒸臭豆腐,https://www.instagram.com/explore/locations/1016335441/,https://www.instagram.com/p/CHfIevODJ-l/
ChIJWbQXwoqpQjQRpggh9z5EWD0,公館VEGAN麻辣臭豆腐,https://www.instagram.com/explore/locations/760290477491554/vegan/,https://www.instagram.com/p/BpOXMTdgN6L/
ChIJ9w6J70ipQjQRYZj_G-csbFo,小蔬杭 絕對蔬食(台大二活店),https://www.instagram.com/explore/locations/197538780903124/,https://www.instagram.com/p/B9rXrnZhUVz/
ChIJe4cE6qipQjQR2UmbYuJQubw,金湯匙豆花坊 素食 簡餐便當/台北美食/台北豆花/台北便當/台北剉冰/台北推薦餐廳/台北小吃,null,None
ChIJ3w5fIOyrQjQRj-DLqFROcvI,藝素佳素食,null,None
ChIJefszjImpQjQRqZJVCqfXrhM,食香園素食館,null,None
ChIJub2sVompQjQRf8TOJJd6BaA,開心農場素食店,https://www.instagram.com/explore/locations/285521867/,https://www.instagram.com/p/CE6kzQPM9lT/
ChIJPVVVVSmqQjQRE_DCJyEaJoQ,3 Idiots Toast & Curry 三個傻瓜蔬食印度餐廳-公館店,https://www.instagram.com/explore/locations/701462226689398/3-idiots-toast-curry/,https://www.instagram.com/p/BdPFWVZFFmO/
ChIJG8cuwCmpQjQR8q_v0jsbfAI,漢堡王 公館店,https://www.instagram.com/explore/locations/607012773009627/,https://www.instagram.com/p/B5zyakqAsZs/
ChIJ6fT12YupQjQRxhugLfbofCw,肯德基KFC-台北台大餐廳,https://www.instagram.com/explore/locations/506200249583173/kfc/,None
ChIJ5Zls-surQjQRqMbV9NmeCVA,麥當勞,https://www.instagram.com/explore/locations/106795244266072/,https://www.instagram.com/p/CEWUxG7AtTH/
ChIJ5Zls-surQjQRtQ0XFunyOtY,麥當勞-台北新生店,https://www.instagram.com/explore/locations/1214741885223565/mcdonalds/,https://www.instagram.com/p/BkeOWbEl8bk/
ChIJY6x2PnqpQjQRVnnCCNQyKgU,頂呱呱,null,None
ChIJR4y1_YapQjQRIDCaUBb7ZC8,摩斯漢堡 台科大店,null,None
ChIJm4r2zYupQjQRldQ-jLPXeIA,麥當勞-台北台大店,null,None
ChIJNRcMdoupQjQRAYT5kFVHru4,胖老爹美式炸雞-公館台大店,https://www.instagram.com/explore/locations/157619445025553/-/,https://www.instagram.com/p/B_IGmy7H8GJ/
ChIJJ07sEIupQjQRkXeWp79RI0s,台大美食-魔法雞排(魔法炸雞)外送、下午茶、宵夜、鄉民推薦、必吃美食、公館商圈必吃、鹹酥雞、鹽酥雞、香雞排,null,None
ChIJP-2ZnJmrQjQRcFz9rO-5VJM,肯德基KFC-台大卓越餐廳,https://www.instagram.com/explore/locations/506200249583173/kfc/,None
ChIJ_fgu74qpQjQRV5eybiCdT-I,祥滿速食餐坊-清蒸鮮魚,https://www.instagram.com/explore/locations/322678906/-/,https://www.instagram.com/p/B9wSsuQjtur/
ChIJNRcMdoupQjQRfxaD3Bz5bng,何太守港式菠蘿包專賣店,https://www.instagram.com/explore/locations/1880909825552671/,https://www.instagram.com/p/BiEt5_kFpIh/
ChIJXeWWloupQjQR3W0uyzTM6uI,豬兒子漢堡店,null,None
ChIJZ3dYjCeqQjQR4oYu4Y0hbWI,摩斯漢堡 台大小福店,null,None
