place_id,chinese_name,pinyin
ChIJn-RB6oqpQjQRTBPsvDY6QF8,公館夜市【素食鹹酥雞】,gōng guǎn yè shì 【 sù shí xián sū jī 】 
ChIJub2sVompQjQRf8TOJJd6BaA,開心農場素食店,kāi xīn nóng chǎng sù shí diàn 
ChIJbyUYe4upQjQR_lNK-f2kOv8,料理王健康素食自助餐,liào lǐ wáng jiàn kāng sù shí zì zhù cān 
ChIJ8wtUD4upQjQRAvHhb-IbO3E,新卡莎素食西餐廳,xīn kǎ shā sù shí xī cān tīng 
ChIJC3j59oupQjQRH7rZvc7lWbk,蒸夠臭素食蒸臭豆腐,zhēng gòu chòu sù shí zhēng chòu dòu fǔ 
ChIJPVVVVSmqQjQRE_DCJyEaJoQ,3 Idiots Toast & Curry 三個傻瓜蔬食印度餐廳-公館店,3 Idiots Toast & Curry  sān gè shǎ guā shū shí yìn dù cān tīng - gōng guǎn diàn 
ChIJVYN4N4mpQjQRDs9AM7xKXD4,彩椒廚房,cǎi jiāo chú fáng 
ChIJe4cE6qipQjQR2UmbYuJQubw,金湯匙豆花坊 素食 簡餐便當/台北美食/台北豆花/台北便當/台北剉冰/台北推薦餐廳/台北小吃,jīn tāng shi dòu huā fāng   sù shí   jiǎn cān biàn dāng / tái běi měi shí / tái běi dòu huā / tái běi biàn dāng / tái běi cuò bīng / tái běi tuī jiàn cān tīng / tái běi xiǎo chī 
ChIJn7vz44qpQjQREU3WqZK7GPY,大家素食,dà jiā sù shí 
ChIJLZVZNNapQjQR5yY748Vr6cA,素食麵線羹,sù shí miàn xiàn gēng 
ChIJnX29aompQjQR1Mz4z-ccjh4,好想吃冰 かき/日式蔬食 台大公館店（公館美食.公館素食.日式素食）,hǎo xiǎng chī bīng  かき/ rì shì shū shí   tái dà gōng guǎn diàn （ gōng guǎn měi shí . gōng guǎn sù shí . rì shì sù shí ） 
ChIJ9w6J70ipQjQRYZj_G-csbFo,小蔬杭 絕對蔬食(台大二活店),xiǎo shū háng   jué duì shū shí ( tái dà èr huó diàn ) 
ChIJL67opo-pQjQRq3p1Bt356IY,漢堡王 新師大店,hàn bǎo wáng   xīn shī dà diàn 
ChIJR4y1_YapQjQRBvTjPhu3iJs,摩斯漢堡 羅斯福路店,mó sī hàn bǎo   luó sī fú lù diàn 
ChIJ5Zls-surQjQRtQ0XFunyOtY,麥當勞-台北新生店,mài dāng láo - tái běi xīn shēng diàn 
ChIJG8cuwCmpQjQR8q_v0jsbfAI,漢堡王 公館店,hàn bǎo wáng   gōng guǎn diàn 
ChIJ6fT12YupQjQRxhugLfbofCw,肯德基KFC-台北台大餐廳,kěn dé jī KFC- tái běi tái dà cān tīng 
ChIJR4y1_YapQjQRA86AW8DROcA,摩斯漢堡,mó sī hàn bǎo 
ChIJNRcMdoupQjQRAYT5kFVHru4,胖老爹美式炸雞-公館台大店,pàng lǎo diē měi shì zhà jī - gōng guǎn tái dà diàn 
ChIJ5Zls-surQjQRqMbV9NmeCVA,麥當勞,mài dāng láo 
ChIJDyzuc-mpQjQRw9K9ufD0BkY,食玖炸雞,shí jiǔ zhà jī 
ChIJJ07sEIupQjQRkXeWp79RI0s,台大美食-魔法雞排(魔法炸雞)外送、下午茶、宵夜、鄉民推薦、必吃美食、公館商圈必吃、鹹酥雞、鹽酥雞、香雞排,tái dà měi shí - mó fǎ jī pái ( mó fǎ zhà jī ) wài sòng 、 xià wǔ chá 、 xiāo yè 、 xiāng mín tuī jiàn 、 bì chī měi shí 、 gōng guǎn shāng quān bì chī 、 xián sū jī 、 yán sū jī 、 xiāng jī pái 
ChIJZ3dYjCeqQjQR4oYu4Y0hbWI,摩斯漢堡 台大小福店,mó sī hàn bǎo   tái dà xiǎo fú diàn 
ChIJM3XAjLOpQjQRLqAEJ7D_Qf0,MoM’s Touch師大店,MoM’s Touch shī dà diàn 
