,Region,Category,Subcategory,Id,Name,pinyin,Score,IG_link,Google_link
354,gongguan,火鍋,火鍋,ChIJoQttyYqpQjQRrPcR8IE0dv0,鍋in百元風味火鍋,guō in bǎi yuán fēng wèi huǒ guō ,6.212468256078795,https://www.instagram.com/explore/locations/1766997693607250/in-/,https://maps.google.com/?cid=18263843071530760108
301,wenzhou,西式/美式,早午餐,ChIJwcjRCZCpQjQRMAe12OnGfPM,巴和奈野,bā hé nài yě ,6.18165517562968,https://www.instagram.com/explore/locations/228280564/brunch-cafe/,https://maps.google.com/?cid=17545116955994031920
191,wenzhou,飲料/甜點,飲料,ChIJ39xxFqOpQjQRrQuexo65duU,迷客夏milkshop,mí kè xià milkshop ,6.173883377140271,https://www.instagram.com/explore/locations/716693382/,https://maps.google.com/?cid=16534607104806095789
199,gongguan,火鍋,火鍋,ChIJnShfDYupQjQReJ7ZY2HhzOA,東吉水產超市火鍋,dōng jí shuǐ chǎn chāo shì huǒ guō ,6.172707154335591,https://www.instagram.com/explore/locations/415461372353894/,https://maps.google.com/?cid=16198569768148115064
234,wenzhou,台式/小吃,炒飯,ChIJCTUHgYWpQjQR5X5UbUoqK0s,台南鱔魚意麵,tái nán shàn yú yì miàn ,6.1670494723992455,https://www.instagram.com/explore/locations/252738443/,https://maps.google.com/?cid=5416469475993353957
376,gongguan,日式料理,拉麵,ChIJWaUkuIqpQjQRNaRGUQb_K6I,京阪豚骨拉麵,jīng bǎn tún gǔ lā miàn ,6.164412498817057,None,https://maps.google.com/?cid=11685714060741354549
222,wenzhou,台式/小吃,小吃,ChIJSS8omoupQjQRA5XauJ43I0I,太學口糯米腸包香腸,tài xué kǒu nuò mǐ cháng bāo xiāng cháng ,6.157372023437966,None,https://maps.google.com/?cid=4765713985533809923
226,wenzhou,台式/小吃,滷味,ChIJGy7mcY-pQjQRFukLzAo8xUs,健康滷味,jiàn kāng lǔ wèi ,6.150728436055132,None,https://maps.google.com/?cid=5459836140327266582
383,gongguan,速食,速食,ChIJ_fgu74qpQjQRV5eybiCdT-I,祥滿速食餐坊,xiáng mǎn sù shí cān fāng ,6.1437820345392335,https://www.instagram.com/explore/locations/322678906/-/,https://maps.google.com/?cid=16307425538353567575
115,118,素食/健康,素食,ChIJ83emQSqqQjQRW6MevTEqLzg,仁里居,rén lǐ jū ,6.137964286097807,https://www.instagram.com/explore/locations/322663668153596/,https://maps.google.com/?cid=4048500983144031067
32,118,飲料/甜點,飲料,ChIJhXUmW-OrQjQRM6lN1rAp-uE,布鹿 Bluedeer,bù lù  Bluedeer ,6.1357912075621925,https://www.instagram.com/explore/locations/543091372815011/bluedeer-/,https://maps.google.com/?cid=16283373242197846323
255,gongguan,韓式料理,韓式料理,ChIJQ58t3IqpQjQRpGtxc8kfAAM,首爾之星,shǒu ěr zhī xīng ,6.127716697660869,https://www.instagram.com/explore/locations/1342390865856282/korean-food-express/,https://maps.google.com/?cid=216207732199484324
325,gongguan,素食/健康,素食,ChIJ8wtUD4upQjQRAvHhb-IbO3E,新卡莎素食西餐廳,xīn kǎ shā sù shí xī cān tīng ,6.1082979766746535,https://www.instagram.com/explore/locations/315137748/,https://maps.google.com/?cid=8159145809265422594
377,gongguan,日式料理,拉麵,ChIJ12ZbGeypQjQRSYEx1ae3Uts,墨洋拉麵,mò yáng lā miàn ,6.105691573752415,https://www.instagram.com/explore/locations/111712396964038/,https://maps.google.com/?cid=15803895973860704585
204,gongguan,台式/小吃,水餃,ChIJQWnpmYupQjQRbOovXFzE1CQ,鮮肉水餃,xiān ròu shuǐ jiǎo ,6.104221353995908,None,https://maps.google.com/?cid=2653961981390744172
135,wenzhou,西式/美式,義大利麵,ChIJNXGKfI-pQjQREYi3qrSEcM8,新天堂義大利廚房,xīn tiān táng yì dà lì chú fáng ,6.092581459469199,https://www.instagram.com/explore/locations/244347787/pasta-paradiso/,https://maps.google.com/?cid=14947593074735810577
33,wenzhou,飲料/甜點,飲料,ChIJq6qqqoupQjQRYbGXSz3WNEc,九品川,jiǔ pǐn chuān ,6.082336207817387,https://www.instagram.com/explore/locations/256728831/ninestream/,https://maps.google.com/?cid=5130961434231419233
190,wenzhou,飲料/甜點,飲料,ChIJbZeY7umpQjQRDEttWoi3NVo,老茶人師大店,lǎo chá rén shī dà diàn ,6.062771639378116,https://www.instagram.com/explore/locations/228279661858535/,https://maps.google.com/?cid=6500303433439726348
364,gongguan,台式/小吃,小吃,ChIJD5QDLh6qQjQRTebziM2ASrk,NO68小吃館,NO68 xiǎo chī guǎn ,6.045160453421344,https://www.instagram.com/explore/locations/240396140/,https://maps.google.com/?cid=13351625665547593293
374,gongguan,西式/美式,早午餐,ChIJZaHX34qpQjQR19p03u2FS7w,倆倆號,liǎ liǎ hào ,6.044765690374093,https://www.instagram.com/explore/locations/1019835999/,https://maps.google.com/?cid=13568085559069694679
355,gongguan,火鍋,火鍋,ChIJNWgFu9CpQjQR_h2HPTQDaNc,鼎豐鴛鴦麻辣火鍋,dǐng fēng yuān yāng má là huǒ guō ,6.03914637770965,https://www.instagram.com/explore/locations/2437698486301309/,https://maps.google.com/?cid=15521659638637862398
19,118,飲料/甜點,冰品,ChIJ__tghC6qQjQRUBvaNLc6xbA,回溫豆花飲品,huí wēn dòu huā yǐn pǐn ,6.033381569212412,None,https://maps.google.com/?cid=12737651679627451216
252,wenzhou,韓式料理,韓式料理,ChIJ88m1ZY-pQjQRfB8nsVz-Svw,飯館兒韓式專門店,fàn guǎn ér hán shì zhuān mén diàn ,6.0187039801065705,https://www.instagram.com/explore/locations/1625793/,https://maps.google.com/?cid=18179622519897005948
176,gongguan,飲料/甜點,飲料,ChIJmdQQdoupQjQRXbuKj3Ywky0,墾丁蛋蛋ㄉㄨㄞ奶,kěn dīng dàn dàn ㄉㄨㄞ nǎi ,6.017123739728398,https://www.instagram.com/explore/locations/3754081/,https://maps.google.com/?cid=3284021839055731549
201,gongguan,火鍋,火鍋,ChIJkVHJ1PWpQjQRuN_c0G1T8qQ,12MINI,12MINI ,6.0118358058110655,https://www.instagram.com/explore/locations/2227995897530926/12mini/,https://maps.google.com/?cid=11885654097704837048
94,118,西式/美式,早午餐,ChIJvU5mgSmqQjQR0WhA_Zruk5E,theDiner樂子,theDiner lè zi ,6.0112020520689216,https://www.instagram.com/explore/locations/235515920/,https://maps.google.com/?cid=10489990306517248209
112,118,素食/健康,素食,ChIJ6689Hs2rQjQRifRHqb5479M,明德素食園,míng dé sù shí yuán ,6.006116476390576,https://www.instagram.com/explore/locations/1033776672/,https://maps.google.com/?cid=15271557621715825801
283,gongguan,台式/小吃,滷味,ChIJa3CDx4qpQjQRuD4D7D7UjI8,四川滷味,sì chuān lǔ wèi ,6.002035518454365,https://www.instagram.com/explore/locations/2404558/,https://maps.google.com/?cid=10343875810875883192
93,118,西式/美式,早午餐,ChIJ-UKmKSyqQjQR05UM2CbFN4k,和平食光咖啡,hé píng shí guāng kā fēi ,6.001314378206432,https://www.instagram.com/explore/locations/254290782023648/-cp/,https://maps.google.com/?cid=9887588277539345875
44,118,台式/小吃,水餃,ChIJXzNlTS-qQjQRCvn2xhSfPAk,阿玉水餃 生水餃專賣,ā yù shuǐ jiǎo   shēng shuǐ jiǎo zhuān mài ,5.998262697400878,,
110,118,素食/健康,素食,ChIJP1XyFIOpQjQR-1jWNwpy_uE,禾欣素食,hé xīn sù shí ,5.995172605301944,https://www.instagram.com/explore/locations/105357424416067/,https://maps.google.com/?cid=16284578690830326011
75,118,東南亞,泰式料理,ChIJYz3mai6qQjQRUr2dTbz9Lzs,香葉泰式料理餐廳,xiāng yè tài shì liào lǐ cān tīng ,5.992241470259807,https://www.instagram.com/explore/locations/115140437/,https://maps.google.com/?cid=4264906357341011282
348,gongguan,飲料/甜點,飲料,ChIJ29mNvoqpQjQReJyDJ4e1yfk,迷客夏milkshop,mí kè xià milkshop ,5.977399419290031,https://www.instagram.com/explore/locations/716693382/,https://maps.google.com/?cid=17999116977851047032
241,gongguan,日式料理,日式料理,ChIJow645DKpQjQR7WPDEWVFqco,心KOKORO食堂,xīn KOKORO shí táng ,5.976946739546523,None,https://maps.google.com/?cid=14603279567117575149
24,118,飲料/甜點,飲料,ChIJhffc2i6qQjQRcEMd2wIyjGc,春山茶水舖,chūn shān chá shuǐ pù ,5.964297053997129,https://www.instagram.com/explore/locations/690903/,https://maps.google.com/?cid=7461393670493520752
357,gongguan,火鍋,火鍋,ChIJV8k7QBGoQjQRqIO19mBwWNY,無鍋不樂,wú guō bù lè ,5.958497475421966,https://www.instagram.com/explore/locations/1003936343008894/,https://maps.google.com/?cid=15445218483825378216
356,gongguan,火鍋,火鍋,ChIJp4DmtIqpQjQRMc1gEd_aAS4,新馬辣經典麻辣鍋,xīn mǎ là jīng diǎn má là guō ,5.955776853242271,https://www.instagram.com/explore/locations/186601732239543/,https://maps.google.com/?cid=3315171452325514545
212,gongguan,台式/小吃,小吃,ChIJ6ZdQkYupQjQRWrgEjcLMIH0,台南意麵※羊肉乾麵,tái nán yì miàn ※ yáng ròu qián miàn ,5.939748751033588,https://www.instagram.com/explore/locations/352923285271160/,https://maps.google.com/?cid=9016431589957351514
193,wenzhou,飲料/甜點,飲料,ChIJrcwNhoWpQjQReWlu-uSuGZE,茶師大店,chá shī dà diàn ,5.9355920081963545,https://www.instagram.com/explore/locations/160265874546336/,https://maps.google.com/?cid=10455580308394633593
197,wenzhou,火鍋,火鍋,ChIJ96_lko-pQjQR2cHcKoqcW6I,雲禾特調小火鍋,yún hé tè diào xiǎo huǒ guō ,5.921790754699669,https://www.instagram.com/explore/locations/867034/,https://maps.google.com/?cid=11699116574263525849
126,gongguan,西式/美式,義大利麵,ChIJEXaXDQ2pQjQRHSGk4ZJdvyI,麵工坊義大利麵 公館店,miàn gōng fāng yì dà lì miàn   gōng guǎn diàn ,5.920388692636402,https://www.instagram.com/explore/locations/1463682/,https://maps.google.com/?cid=2503822803273523485
338,gongguan,速食,速食,ChIJ5Zls-surQjQRqMbV9NmeCVA,麥當勞,mài dāng láo ,5.897059069997478,https://www.instagram.com/explore/locations/106795244266072/,https://maps.google.com/?cid=5767315456777373352
106,118,日式料理,拉麵,ChIJJ_c-rCuqQjQRi1_VUxR09-E,美鄉拉麵屋,měi xiāng lā miàn wū ,5.892910902620122,https://www.instagram.com/explore/locations/4328857/,https://maps.google.com/?cid=16282610608435978123
142,gongguan,日式料理,咖哩,ChIJQ58t3IqpQjQRnudJ2hZIctM,狂愛咖哩,kuáng ài kā lī ,5.886728205676373,https://www.instagram.com/explore/locations/547856668/just-love-curry-_/,https://maps.google.com/?cid=15236319752336566174
72,118,日式料理,日式料理,ChIJh7A2Vt2rQjQRbkRqwi8pOKo,利休日本料理,lì xiū rì běn liào lǐ ,5.872770101076138,https://www.instagram.com/explore/locations/465371043988488/sushishabu-shabu/,https://maps.google.com/?cid=12265598870245491822
148,wenzhou,日式料理,咖哩,ChIJO4lhio-pQjQRfksW7DahqLs,銀兔湯咖哩,yín tù tāng kā lī ,5.863586253673859,None,https://maps.google.com/?cid=13522235138441104254
169,gongguan,飲料/甜點,冰品,ChIJSZWZbwOpQjQRZ0I4u3wZZiY,旺來甜冰品,wàng lái tián bīng pǐn ,5.8486857448912035,https://www.instagram.com/explore/locations/256879581/,https://maps.google.com/?cid=2766927044573413991
131,wenzhou,西式/美式,義大利麵,ChIJR6Fki4WpQjQRTm7OtKYv3hY,自由義式廚房,zì yóu yì shì chú fáng ,5.815497265206309,None,https://maps.google.com/?cid=1647806906708684366
137,wenzhou,西式/美式,義大利麵,ChIJNfAt5MSrQjQR-Z8NpMSCkjk,霞飛驛歐法點餐,xiá fēi yì ōu fǎ diǎn cān ,5.8136377949443965,https://www.instagram.com/explore/locations/314041953/,https://maps.google.com/?cid=4148521987839205369
287,wenzhou,台式/小吃,鹹酥雞,ChIJN5sMgIWpQjQRBVYjMgpDIYg,師園鹽酥雞,shī yuán yán sū jī ,5.807980521361241,https://www.instagram.com/explore/locations/311343/,https://maps.google.com/?cid=9809195174459561477
296,gongguan,素食/健康,素食,ChIJe4cE6qipQjQR2UmbYuJQubw,金湯匙豆花坊,jīn tāng shi dòu huā fāng ,5.799462351916058,None,https://maps.google.com/?cid=13598989483069098457
180,gongguan,飲料/甜點,冰品,ChIJz-h4Q1GpQjQR6LHc8buGm28,五桐號公館店,wǔ tóng hào gōng guǎn diàn ,5.795202119475697,https://www.instagram.com/explore/locations/123530159427986/wootea/,https://maps.google.com/?cid=8042169701374931432
235,gongguan,台式/小吃,炒飯,ChIJ_fgu74qpQjQRSOvT-G7mkdI,龍記炒燴,lóng jì chǎo huì ,5.793368693568124,https://www.instagram.com/explore/locations/242872171/,https://maps.google.com/?cid=15173161983883340616
0,118,西式/美式,義大利麵,ChIJ7bzsvIWpQjQR_7znp7ehwPQ,發現義大利麵,fā xiàn yì dà lì miàn ,5.792876664120491,https://www.instagram.com/explore/locations/1463682/,https://maps.google.com/?cid=17636273950950931711
284,gongguan,台式/小吃,滷味,ChIJ6TW2inqpQjQRaSCaTamHmRg,呷喀煙燻滷味,gā kā yān xūn lǔ wèi ,5.792379755758287,None,https://maps.google.com/?cid=1772597089568170089
198,gongguan,火鍋,火鍋,ChIJycu5coupQjQRl9dmANfpHuw,馬辣頂級麻辣鴛鴦火鍋,mǎ là dǐng jí má là yuān yāng huǒ guō ,5.790589245298907,https://www.instagram.com/explore/locations/1988329491395178/,https://maps.google.com/?cid=17014293551886292887
116,118,素食/健康,素食,ChIJTXDY5G-rQjQRFs0m3GjdN90,潔暘麵包坊,jié yáng miàn bāo fāng ,5.770646765200752,https://www.instagram.com/explore/locations/228843390975872/,https://maps.google.com/?cid=15940452848541027606
228,wenzhou,台式/小吃,小吃,ChIJA3scyY-pQjQRilXmcUZnPFU,新香印尼小吃,xīn xiāng yìn ní xiǎo chī ,5.760472433443652,None,https://maps.google.com/?cid=6141897544082806154
150,gongguan,日式料理,咖哩,ChIJ_fgu74qpQjQRVxMsgm1RIRs,三時午咖哩屋,sān shí wǔ kā lī wū ,5.756630944619621,https://www.instagram.com/explore/locations/330501357/,https://maps.google.com/?cid=1954933244032717655
316,gongguan,日式料理,拉麵,ChIJW-iwFoupQjQRiu9M_0_8bac,鷹流東京豚骨拉麵,yīng liú dōng jīng tún gǔ lā miàn ,5.7549327708300275,https://www.instagram.com/explore/locations/888144652/gokujoh/,https://maps.google.com/?cid=12064576397311274890
289,gongguan,台式/小吃,便當,ChIJ_RyeQYypQjQRhfKxcKEnHOs,呷讚便當店,gā zàn biàn dāng diàn ,5.749126929316285,None,https://maps.google.com/?cid=16941459472594891397
223,gongguan,台式/小吃,炒飯,ChIJ_fgu74qpQjQRup_fjb1ntWE,祥記號美食小吃,xiáng jì hào měi shí xiǎo chī ,5.746680890519533,None,https://maps.google.com/?cid=7040647656290361274
160,gongguan,西式/美式,牛排,ChIJrfUpGjOpQjQRDnFOEvCTOlI,好吃好吃2號店,hǎo chī hǎo chī 2 hào diàn ,5.743944892061372,https://www.instagram.com/explore/locations/1219117808215236/yumyum-1/,https://maps.google.com/?cid=5925210919067873550
38,118,火鍋,火鍋,ChIJY3YUcaKrQjQRZ1OTdcQlbEo,二本松涮涮屋本館,èr běn sōng shuàn shuàn wū běn guǎn ,5.718041553585442,None,https://maps.google.com/?cid=5362702782007825255
267,gongguan,東南亞,泰式料理,ChIJ9c4-f4ypQjQRXltpsRFuLt0,泰品泰式雲南料理,tài pǐn tài shì yún nán liào lǐ ,5.709628725684766,https://www.instagram.com/explore/locations/293852198/,https://maps.google.com/?cid=15937797153580735326
102,118,日式料理,拉麵,ChIJ_dJ3u7urQjQRwYrpBb9l-pg,本山日本豚骨拉麵,běn shān rì běn tún gǔ lā miàn ,5.699484944964487,None,https://maps.google.com/?cid=11023234909055060673
306,wenzhou,西式/美式,早午餐,ChIJNRZhlMKpQjQR6DhVFM7_eRw,慶三號烤肉倉庫早午餐,qìng sān hào kǎo ròu cāng kù zǎo wǔ cān ,5.6873276920050415,https://www.instagram.com/explore/locations/1518873891534676/,https://maps.google.com/?cid=2051952365813446888
13,118,台式/小吃,粥,ChIJX5zNTi-qQjQR6M7TD6_5Q_o,阿英海產粥,ā yīng hǎi chǎn zhōu ,5.6872163734247305,https://www.instagram.com/explore/locations/7692878/,https://maps.google.com/?cid=18033531863201730280
225,gongguan,台式/小吃,炒飯,ChIJRVYUoYupQjQRjjrI_CDS0SQ,香港泉記小吃館,xiāng gǎng quán jì xiǎo chī guǎn ,5.686946131137126,https://www.instagram.com/explore/locations/275387622/,https://maps.google.com/?cid=2653132694619699854
105,118,日式料理,拉麵,ChIJkQLSxLKrQjQRI71MyxhXe-k,壹之穴沾麵專門店,yī zhī xué zhān miàn zhuān mén diàn ,5.6823370065191625,https://www.instagram.com/explore/locations/101175851338385/ichi-/,https://maps.google.com/?cid=16824136596974255395
277,wenzhou,台式/小吃,滷味,ChIJRYP8j4WpQjQRozbIqbGeY4Y,燈籠滷味(創始店),dēng lóng lǔ wèi ( chuàng shǐ diàn ) ,5.65920012847306,https://www.instagram.com/explore/locations/104528536786249/,https://maps.google.com/?cid=9683758109671569059
229,gongguan,台式/小吃,炒飯,ChIJjRUEDg-pQjQRsOnRPfyaji4,油夠飯濺炒飯店,yóu gòu fàn jiàn chǎo fàn diàn ,5.654172219665919,None,https://maps.google.com/?cid=3354789180597201328
47,118,台式/小吃,水餃,ChIJ52M4aQOrQjQRl3IXcKexDSg,李記水餃,lǐ jì shuǐ jiǎo ,5.652055541049698,https://www.instagram.com/explore/locations/760974305/,https://maps.google.com/?cid=2886158268912595607
61,118,台式/小吃,小吃,ChIJOVfdPSqqQjQRcZB32CU9ooA,四川蜀渝小吃,sì chuān shǔ yú xiǎo chī ,5.597470659368429,https://www.instagram.com/explore/locations/208274255864927/,https://maps.google.com/?cid=9269038215836700785
270,gongguan,東南亞,泰式料理,ChIJGdF1HIupQjQRTff4eXGhEH4,泰國小館,tài guó xiǎo guǎn ,5.59289995404418,https://www.instagram.com/explore/locations/980533326/,https://maps.google.com/?cid=9083937957156026189
369,gongguan,台式/小吃,滷味,ChIJtUC5Fx6qQjQRIpCo9L3JIJ0,王牌加熱滷味,wáng pái jiā rè lǔ wèi ,5.592629327667727,None,https://maps.google.com/?cid=11322271280900116514
312,wenzhou,日式料理,拉麵,ChIJyybqb1ypQjQR-rZzBnj_Sdw,真劍拉麵,zhēn jiàn lā miàn ,5.587083499125345,https://www.instagram.com/explore/locations/1439647916166198/,https://maps.google.com/?cid=15873499252613428986
22,118,飲料/甜點,冰品,ChIJwVbMZmSrQjQRG1Ao8Puhicc,方最茗品,fāng zuì míng pǐn ,5.582377124731606,https://www.instagram.com/explore/locations/107817287641051/fang-zui-artisan-tea/,https://maps.google.com/?cid=14378201388795056155
141,gongguan,西式/美式,義大利麵,ChIJW9xpdYqpQjQR4NsbXo2VHmc,帕兔,pà tù ,5.5676392564321535,None,https://maps.google.com/?cid=7430540869609708512
104,118,日式料理,拉麵,ChIJF6NjKkKrQjQR-9jiZ8BLdwk,裸湯拉麵·雞白湯,luǒ tāng lā miàn · jī bái tāng ,5.553871081116518,https://www.instagram.com/explore/locations/335528800203715/,https://maps.google.com/?cid=682097158318643451
261,gongguan,東南亞,泰式料理,ChIJkVXT3YqpQjQRhLHnZ8tqRXM,泰正點泰式料理,tài zhèng diǎn tài shì liào lǐ ,5.544458388057517,https://www.instagram.com/explore/locations/659065942/nice-thai/,https://maps.google.com/?cid=8306162509608890756
23,118,飲料/甜點,飲料,ChIJmXIR2y6qQjQRFHqZuDFx3nw,MTB米堤銀行,MTB mǐ dī yín xíng ,5.543694338043118,None,https://maps.google.com/?cid=8997753563897231892
265,gongguan,東南亞,泰式料理,ChIJ5ZCSloupQjQR008IMUu19nQ,THAIHAND右手餐廳,THAIHAND yòu shǒu cān tīng ,5.5399308167971935,https://www.instagram.com/explore/locations/246632906075329/thaihand/,https://maps.google.com/?cid=8428123087220264915
196,gongguan,火鍋,火鍋,ChIJ366xIcOpQjQRYmVdYm8CGuU,東雛菊-風味鍋物,dōng chú jú - fēng wèi guō wù ,5.538647511016844,https://www.instagram.com/explore/locations/104047541094889/-/,https://maps.google.com/?cid=16508510061494887778
54,118,台式/小吃,小吃,ChIJPd47mSuqQjQR7c-aaNiimxk,麗如小吃店,lì rú xiǎo chī diàn ,5.513255464752626,None,https://maps.google.com/?cid=1845247522689961965
286,wenzhou,台式/小吃,鹹酥雞,ChIJ4whqhYWpQjQRrYgdjyIv06M,師大蒜味鹹酥雞,shī dà suàn wèi xián sū jī ,5.509175795592323,None,https://maps.google.com/?cid=11804830873744672941
346,gongguan,飲料/甜點,飲料,ChIJ256qHIupQjQR-DzzG-OGC5Y,小日子商,xiǎo rì zi shāng ,5.501995431384231,https://www.instagram.com/explore/locations/1260121653999566/,https://maps.google.com/?cid=10811883640417631480
103,118,日式料理,拉麵,ChIJz8MQhC6qQjQR-0gL18qwD-Q,濃氣屋拉麵成功店,nóng qì wū lā miàn chéng gōng diàn ,5.495824280405568,https://www.instagram.com/explore/locations/1056237091226664/,https://maps.google.com/?cid=16433547950535952635
244,wenzhou,日式料理,日式料理,ChIJrxRbB4apQjQRPxicBSDapDM,miso日式食堂,miso rì shì shí táng ,5.48338876042357,https://www.instagram.com/explore/locations/733096003549814/miso/,https://maps.google.com/?cid=3721339023182796863
224,gongguan,台式/小吃,小吃,ChIJ1bPhwYqpQjQR70q_ZNQB_0Y,泰風味小吃店,tài fēng wèi xiǎo chī diàn ,5.481410353213016,https://www.instagram.com/explore/locations/1772938/,https://maps.google.com/?cid=5115809713451125487
63,118,台式/小吃,小吃,ChIJdazBVyyqQjQRDqXaeGyGDdk,大安魯肉飯,dà ān lǔ ròu fàn ,5.474884386117582,None,https://maps.google.com/?cid=15640304881369785614
156,wenzhou,西式/美式,牛排,ChIJszEPkYWpQjQRbMoDXuPVJkI,牛魔王牛排館龍泉店,niú mó wáng niú pái guǎn lóng quán diàn ,5.4648573113288474,https://www.instagram.com/explore/locations/783886922/,https://maps.google.com/?cid=4766732428129847916
333,wenzhou,速食,速食,ChIJR4y1_YapQjQRBvTjPhu3iJs,摩斯漢堡羅斯福路店,mó sī hàn bǎo luó sī fú lù diàn ,5.458607054442454,https://www.instagram.com/explore/locations/255380041/,https://maps.google.com/?cid=11207409000358605830
335,gongguan,速食,速食,ChIJG8cuwCmpQjQR8q_v0jsbfAI,漢堡王公館店,hàn bǎo wáng gōng guǎn diàn ,5.440141011029977,https://www.instagram.com/explore/locations/607012773009627/,https://maps.google.com/?cid=179048028943921138
254,gongguan,韓式料理,韓式料理,ChIJB5Ima4mpQjQRB3RV3z1H820,韓庭州韓國料理,hán tíng zhōu hán guó liào lǐ ,5.439505209927655,https://www.instagram.com/explore/locations/33685630/,https://maps.google.com/?cid=7922754500540331015
87,118,台式/小吃,便當,ChIJ27EPhC6qQjQRrojq15aiJ3c,惡燒肉便當,è shāo ròu biàn dāng ,5.411755390984,https://www.instagram.com/explore/locations/791101599/,https://maps.google.com/?cid=8586009983356405934
314,wenzhou,日式料理,拉麵,ChIJva8-I3OpQjQR9guyX9dfuZA,雞二拉麵師大店,jī èr lā miàn shī dà diàn ,5.406278508033947,https://www.instagram.com/explore/locations/726001814408065/,https://maps.google.com/?cid=10428471790781205494
313,gongguan,日式料理,拉麵,ChIJPcmlg4upQjQRk6lTJ-goJ5w,Mr.拉麵野崎家,Mr. lā miàn yě qí jiā ,5.4043944654613965,https://www.instagram.com/explore/locations/65149414/mr/,https://maps.google.com/?cid=11252007171565791635
8,118,日式料理,咖哩,ChIJlQatoPGrQjQRB1x_P6NW-qA,雷咖哩LesCurrys,léi kā lī LesCurrys ,5.395579889857966,https://www.instagram.com/explore/locations/101076181236458/les-currys/,https://maps.google.com/?cid=11599679049391102983
282,gongguan,台式/小吃,滷味,ChIJ0wUE64qpQjQRu-O2bz-D1tA,卜乘輕食滷味,bo chéng qīng shí lǔ wèi ,5.374132227874866,https://www.instagram.com/explore/locations/1014None314265312946/,https://maps.google.com/?cid=15048359513385526203
122,118,速食,速食,ChIJVRQpmoyrQjQRb6BWxHvYaKM,摩斯漢堡,mó sī hàn bǎo ,5.371170356077815,https://www.instagram.com/explore/locations/255380041/,https://maps.google.com/?cid=11774899251846750319
31,118,飲料/甜點,飲料,ChIJZb9oaiqqQjQR4aQAovtfeeY,茶鬍BeardCup,chá hú BeardCup ,5.37055359555075,https://www.instagram.com/explore/locations/116540726389176/beard-cup/,https://maps.google.com/?cid=16607410635264795873
280,gongguan,台式/小吃,滷味,ChIJ3d_ex4qpQjQRW3Fzrh74OsY,白帝城川式滷味,bái dì chéng chuān shì lǔ wèi ,5.360275341725105,https://www.instagram.com/explore/locations/1014165638/,https://maps.google.com/?cid=14284001978818457947
170,gongguan,飲料/甜點,飲料,ChIJPQpyvYupQjQR_RhYmpFQnmM,波囍,bō xǐ ,5.349423438021664,https://www.instagram.com/explore/locations/981009132/,https://maps.google.com/?cid=7178263442365094141
368,gongguan,東南亞,泰式料理,ChIJ28rhwYqpQjQRXjs_i80FXzw,泰豐味,tài fēng wèi ,5.335787586000333,https://www.instagram.com/explore/locations/280783789166040/,https://maps.google.com/?cid=4350202145425800030
275,wenzhou,台式/小吃,滷味,ChIJQ2RpasjWDRQRbGaCmsN3u_U,燈籠滷味創始總店,dēng lóng lǔ wèi chuàng shǐ zǒng diàn ,5.329070300032589,https://www.instagram.com/explore/locations/104528536786249/,https://maps.google.com/?cid=17706878041931802220
194,gongguan,飲料/甜點,飲料,ChIJrbuKz0upQjQR0VqDFHphxTA,老賴茶棧台北公館店,lǎo lài chá zhàn tái běi gōng guǎn diàn ,5.3166577410344456,https://www.instagram.com/explore/locations/286812121362003/,https://maps.google.com/?cid=3514322261190597329
349,gongguan,飲料/甜點,飲料,ChIJN6jRyYqpQjQRhOJRE7PsNQ0,十杯 公館店,shí bēi   gōng guǎn diàn ,5.297809637136076,https://www.instagram.com/explore/locations/1182525055148847/-/,https://maps.google.com/?cid=951927150126162564
168,gongguan,飲料/甜點,冰品,ChIJnX29aompQjQR1Mz4z-ccjh4,好想吃冰,hǎo xiǎng chī bīng ,5.291643026820649,https://www.instagram.com/explore/locations/209140569688057/-/,https://maps.google.com/?cid=2201729049782963412
60,118,台式/小吃,小吃,ChIJ6YG0ryiqQjQRRmU5cvV7iNM,川味辛亥小吃,chuān wèi xīn hài xiǎo chī ,5.290037254493561,https://www.instagram.com/explore/locations/124238415/,https://maps.google.com/?cid=15242569232949011782
120,118,速食,速食,ChIJUWUmAi2qQjQRxhkkHUlbydA,摩斯漢堡復興南路店,mó sī hàn bǎo fù xìng nán lù diàn ,5.276921230212127,https://www.instagram.com/explore/locations/429060779/,https://maps.google.com/?cid=15044656399787497926
10,118,西式/美式,牛排,ChIJg6PDhy6qQjQR0ukjicjzGWo,澳客炙燒牛排,ào kè zhì shāo niú pái ,5.2298039372841,https://www.instagram.com/explore/locations/251809023/,https://maps.google.com/?cid=7645409885057968594
187,gongguan,飲料/甜點,飲料,ChIJS9Pk5m-pQjQRDIfh2Zw9AXQ,打勾勾厚起士飲品專賣,dǎ gōu gōu hòu qǐ shì yǐn pǐn zhuān mài ,5.227209528139828,https://www.instagram.com/explore/locations/103746637162539/,https://maps.google.com/?cid=8359030127255979788
195,gongguan,飲料/甜點,飲料,ChIJEat10q-pQjQRrji2jzlzzQE,麻古茶坊台北公館店,má gǔ chá fāng tái běi gōng guǎn diàn ,5.218870697190505,https://www.instagram.com/explore/locations/341755106686977/macu/,https://maps.google.com/?cid=129886655325026478
