,Region,Category,Subcategory,Id,Name,pinyin,Score,IG_link,Google_link
337,gongguan,速食,速食,ChIJNRcMdoupQjQRAYT5kFVHru4,胖老爹美式炸雞,pàng lǎo diē měi shì zhà jī ,5.216022532005068,https://www.instagram.com/explore/locations/157619445025553/-/,https://maps.google.com/?cid=17198762459804566529
64,118,台式/小吃,炒飯,ChIJexSiLC-qQjQR0LgDorEWhig,笑嘻嘻港式現炒飯麵,xiào xī xī gǎng shì xiàn chǎo fàn miàn ,5.1745785872091785,https://www.instagram.com/explore/locations/417517566/,https://maps.google.com/?cid=2920046360579520720
334,gongguan,速食,速食,ChIJ5Zls-surQjQRtQ0XFunyOtY,麥當勞-台北新生店,mài dāng láo - tái běi xīn shēng diàn ,5.173747077401191,https://www.instagram.com/explore/locations/1214741885223565/mcdonalds/,https://maps.google.com/?cid=15436917755677707701
48,118,台式/小吃,水餃,ChIJ3WvTNC-qQjQRIsMfIJapv3g,大李水餃,dà lǐ shuǐ jiǎo ,5.1585519450201565,https://www.instagram.com/explore/locations/3091577/,https://maps.google.com/?cid=8700859467352228642
128,wenzhou,西式/美式,義大利麵,ChIJr8nKUo6pQjQRaGxnl2ugufE,義麵館,yì miàn guǎn ,5.156300073752123,https://www.instagram.com/explore/locations/256124655/,https://maps.google.com/?cid=17418129417794186344
218,wenzhou,台式/小吃,小吃,ChIJj9FcVo6pQjQROqzTD_kCP1Q,一品香魚丸米粉湯,yī pǐn xiāng yú wán mǐ fěn tāng ,5.148065438721146,https://www.instagram.com/explore/locations/296362097785166/,https://maps.google.com/?cid=6070574091454360634
262,gongguan,東南亞,泰式料理,ChIJx-UMo4qpQjQRxf510AgLYJ0,Lacuz泰式無限,Lacuz tài shì wú xiàn ,5.143820336955061,https://www.instagram.com/explore/locations/234841555/lacuz/,https://maps.google.com/?cid=11340075994203946693
363,gongguan,台式/小吃,小吃,ChIJ5zYUBYupQjQRcfnnGtSorNs,得記麻辣脆皮臭豆腐,dé jì má là cuì pí chòu dòu fǔ ,5.142412575365398,https://www.instagram.com/explore/locations/237688325/,https://maps.google.com/?cid=15829212419238394225
5,118,西式/美式,義大利麵,ChIJAZ9JQSqqQjQRBghptcqL5Oc,格拉齊建國店,gé lā qí jiàn guó diàn ,5.136804542570893,None,https://maps.google.com/?cid=16709634220194596870
217,gongguan,台式/小吃,小吃,ChIJn-PI4IqpQjQR5UdxyijFBJs,蕭家傳統小吃,xiāo jiā chuán tǒng xiǎo chī ,5.116643864291773,None,https://maps.google.com/?cid=11170269754771458021
381,gongguan,速食,速食,ChIJR4y1_YapQjQRIDCaUBb7ZC8,摩斯漢堡台科大店,mó sī hàn bǎo tái kē dà diàn ,5.103520904790533,None,https://maps.google.com/?cid=3415130490713813024
151,wenzhou,日式料理,咖哩,ChIJ0ecXFh6pQjQRHseNTyDDdog,小丘chiu巢咖哩,xiǎo qiū chiu cháo kā lī ,5.0996048540710355,None,https://maps.google.com/?cid=9833261379951118110
14,118,台式/小吃,粥,ChIJ4yt0hyyqQjQRA905QCvA3O4,小李子清粥小菜,xiǎo lǐ zi qīng zhōu xiǎo cài ,5.098393046409152,https://www.instagram.com/explore/locations/813236065/,https://maps.google.com/?cid=17211843167896853763
36,118,火鍋,火鍋,ChIJDWGjKiyqQjQREW2vZOXMOYg,原川日式精緻涮涮鍋,yuán chuān rì shì jīng zhì shuàn shuàn guō ,5.088357636210393,https://www.instagram.com/explore/locations/2737075/,https://maps.google.com/?cid=9816102148439502097
100,118,日式料理,拉麵,ChIJgSjIDSyqQjQRkqrlyFH-9dI,小川拉麵,xiǎo chuān lā miàn ,5.079741321952423,https://www.instagram.com/explore/locations/585352624954538/ramen-ogawa-tw/,https://maps.google.com/?cid=15201335744475277970
136,wenzhou,西式/美式,義大利麵,ChIJn2WTm4-pQjQRRGJXeooRB-4,瑪琪朵義式廚房,mǎ qí duǒ yì shì chú fáng ,5.0775628426348165,None,https://maps.google.com/?cid=17151696992319529540
62,118,台式/小吃,小吃,ChIJ16uRvKurQjQRK_ujzHGDK-E,穰穰,ráng ráng ,5.075261731925531,None,https://maps.google.com/?cid=16225206607320185643
166,gongguan,飲料/甜點,冰品,ChIJmRLFCoupQjQRoc6UGsh0-dI,以利泡泡冰,yǐ lì pào pào bīng ,5.054540474699567,https://www.instagram.com/explore/locations/1872736/taiwan-yili-paopao-ice/,https://maps.google.com/?cid=15202310419954060961
67,118,台式/小吃,炒飯,ChIJBRFERhirQjQRa3z8tq3wMDQ,生炒飯,shēng chǎo fàn ,5.047977187538658,None,https://maps.google.com/?cid=3760770317744372843
256,gongguan,韓式料理,韓式料理,ChIJ_4UUh4upQjQRrLM2RIXgA3Q,首爾之家,shǒu ěr zhī jiā ,5.032338622276642,https://www.instagram.com/explore/locations/422457185/-/,https://maps.google.com/?cid=8359772196309480364
179,gongguan,飲料/甜點,冰品,ChIJmVrVBoupQjQRbT6PhVBBGNc,鴉片粉圓,yā piàn fěn yuán ,5.0173018029054886,https://www.instagram.com/explore/locations/254560257/,https://maps.google.com/?cid=15499209931689508461
164,wenzhou,飲料/甜點,飲料,ChIJQYTfqBOpQjQRKNiCxhUtQAs,友町冰品,yǒu tīng bīng pǐn ,5.006762889640148,https://www.instagram.com/explore/locations/101883057866033/,https://maps.google.com/?cid=810697504474716200
118,wenzhou,速食,速食,ChIJR4y1_YapQjQRA86AW8DROcA,摩斯漢堡,mó sī hàn bǎo ,5.004632524122065,None,https://maps.google.com/?cid=13851332753053765123
238,wenzhou,台式/小吃,炒飯,ChIJ03lUD4mpQjQRVdF1SIPeIRQ,上好魚翅燕窩,shàng hǎo yú chì yàn wō ,4.980709897615174,None,https://maps.google.com/?cid=1450685210427773269
192,gongguan,飲料/甜點,飲料,ChIJQVWymYupQjQR9l0jcfyF15I,巴伯Q奶Bubbletea,bā bó Q nǎi Bubbletea ,4.971286842699039,None,https://maps.google.com/?cid=10581073168806665718
327,gongguan,素食/健康,素食,ChIJPVVVVSmqQjQRE_DCJyEaJoQ,三個傻瓜蔬食,sān gè shǎ guā shū shí ,4.957644275100343,https://www.instagram.com/explore/locations/701462226689398/3-idiots-toast-curry/,https://maps.google.com/?cid=9522327191824822291
45,118,台式/小吃,水餃,ChIJOYu5vSiqQjQREYlFwP5DSCI,大李水餃,dà lǐ shuǐ jiǎo ,4.956734075063123,https://www.instagram.com/explore/locations/3091577/,https://maps.google.com/?cid=2470299157039253777
43,118,台式/小吃,水餃,ChIJYRdWaimqQjQRPYqlGYFBlgU,曾餃子 外帶店,céng jiǎo zi   wài dài diàn ,4.9526282541293,None,https://maps.google.com/?cid=402581239433103933
331,gongguan,素食/健康,素食,ChIJ9w6J70ipQjQRYZj_G-csbFo,小蔬杭絕對蔬食,xiǎo shū háng jué duì shū shí ,4.946800556051067,https://www.instagram.com/explore/locations/197538780903124/,https://maps.google.com/?cid=6515632132017068129
186,gongguan,飲料/甜點,飲料,ChIJSS8omoupQjQR7w9gCacg0EY,茶湯會台北公館店,chá tāng huì tái běi gōng guǎn diàn ,4.928436717265261,https://www.instagram.com/explore/locations/914682603/,https://maps.google.com/?cid=5102614279599689711
384,gongguan,速食,速食,ChIJNRcMdoupQjQRfxaD3Bz5bng,何太守港式菠蘿包,hé tài shǒu gǎng shì bō luó bāo ,4.925431924303051,https://www.instagram.com/explore/locations/1880909825552671/,https://maps.google.com/?cid=8678147434343503487
66,118,台式/小吃,炒飯,ChIJleDFhS6qQjQRY1kkY0naXFI,早餐店(炒飯),zǎo cān diàn ( chǎo fàn ) ,4.925400900457118,None,https://maps.google.com/?cid=5934858417698265443
17,118,飲料/甜點,飲料,ChIJPVZjNkurQjQRmQaNxdLSAy8,秘方雪人兄弟,mì fāng xuě rén xiōng dì ,4.917923885666241,None,https://maps.google.com/?cid=3387783147412063897
95,118,西式/美式,早午餐,ChIJDTHfdy6qQjQRGF1ABfl6yrI,好食早餐,hǎo shí zǎo cān ,4.9148632463521125,https://www.instagram.com/explore/locations/351426865/breakfast/,https://maps.google.com/?cid=12883244894000274712
309,gongguan,日式料理,拉麵,ChIJ9eASooupQjQRTsk8akzNros,十二巷拉麵,shí èr xiàng lā miàn ,4.8933052593390824,https://www.instagram.com/explore/locations/576931213/,https://maps.google.com/?cid=10065207945303214414
242,gongguan,日式料理,日式料理,ChIJ1_cMg4upQjQRNORaeNLcO_8,赤神日式豬排公館店,chì shén rì shì zhū pái gōng guǎn diàn ,4.8906914269625235,https://www.instagram.com/explore/locations/237676389/-/,https://maps.google.com/?cid=18391536299818017844
263,gongguan,東南亞,泰式料理,ChIJQ58t3IqpQjQRbZu9x77xAiY,ChicThai泰式新定食,ChicThai tài shì xīn dìng shí ,4.863979848627671,None,https://maps.google.com/?cid=2739017325091855213
154,wenzhou,西式/美式,牛排,ChIJC_TnkYWpQjQRhxW2l17CRdc,牛魔王牛排,niú mó wáng niú pái ,4.861342587332197,https://www.instagram.com/explore/locations/458129778/,https://maps.google.com/?cid=15512018203075548551
219,gongguan,台式/小吃,小吃,ChIJYfsXxYqpQjQRZPA4G0w3M0Y,公館小吃店,gōng guǎn xiǎo chī diàn ,4.853460487797782,None,https://maps.google.com/?cid=5058447606480957540
129,gongguan,西式/美式,義大利麵,ChIJ7bzsvIWpQjQRk1C7r1gMmFE,發現義大利麵,fā xiàn yì dà lì miàn ,4.847314843887618,https://www.instagram.com/explore/locations/1463682/,https://maps.google.com/?cid=5879462888577126547
305,gongguan,西式/美式,早午餐,ChIJK8xu34qpQjQRS9iu71heV3g,土司吐司,tǔ sī tǔ sī ,4.836456366995193,https://www.instagram.com/explore/locations/782866385180922/,https://maps.google.com/?cid=8671503343596525643
278,gongguan,台式/小吃,滷味,ChIJ60kZgYupQjQRXsmrdX69S6A,軒軒滷味,xuān xuān lǔ wèi ,4.819262037923869,https://www.instagram.com/explore/locations/331561763/,https://maps.google.com/?cid=11550534020159490398
329,gongguan,素食/健康,素食,ChIJn7vz44qpQjQREU3WqZK7GPY,大家素食,dà jiā sù shí ,4.810387506459063,https://www.instagram.com/explore/locations/37377439/,https://maps.google.com/?cid=17733129771360341265
147,wenzhou,日式料理,咖哩,ChIJMd7HkIWpQjQRxsZTwf1HrwQ,正宗馬來西亞咖哩雞飯,zhèng zōng mǎ lái xī yà kā lī jī fàn ,4.75605407836096,https://www.instagram.com/explore/locations/263671922/,https://maps.google.com/?cid=337567652271867590
318,gongguan,日式料理,拉麵,ChIJA38vuIqpQjQRC7h-cQ9L0Dc,極麵屋,jí miàn wū ,4.744993099543124,https://www.instagram.com/explore/locations/243702773/,https://maps.google.com/?cid=4021796996942575627
209,gongguan,台式/小吃,水餃,ChIJxb2CKIypQjQReZRS5toPtic,楓苑食坊,fēng yuàn shí fāng ,4.74350806382465,None,https://maps.google.com/?cid=2861492046081987705
117,118,速食,速食,ChIJ5Zls-surQjQRtT-wtUeIkxo,麥當勞-復興二店,mài dāng láo - fù xìng èr diàn ,4.728426297807452,None,https://maps.google.com/?cid=1915024108134875061
227,wenzhou,台式/小吃,小吃,ChIJvQBm7IupQjQR1bwrBWizUrs,大學口胡椒餅,dà xué kǒu hú jiāo bǐng ,4.704596798772115,https://www.instagram.com/explore/locations/2021463/,https://maps.google.com/?cid=13498048292527520981
155,gongguan,西式/美式,牛排,ChIJl19DPiypQjQRtD2HKVjMkzE,牛二哥牛排館,niú èr gē niú pái guǎn ,4.691252307277693,https://www.instagram.com/explore/locations/1803563946411885/,https://maps.google.com/?cid=3572423608460852660
96,118,西式/美式,早午餐,ChIJ7Tn85R2rQjQRwBZdwI0ko8Q,早安有喜,zǎo ān yǒu xǐ ,4.689155000399963,https://www.instagram.com/explore/locations/103003394381146/-/,https://maps.google.com/?cid=14169209043874027200
92,118,台式/小吃,便當,ChIJK4IjBi2qQjQRWGUo5N75hws,蜂鳥食堂-大安店,fēng niǎo shí táng - dà ān diàn ,4.655305335996664,None,https://maps.google.com/?cid=830907391979054424
37,118,火鍋,火鍋,ChIJI4M1JV6rQjQRDz7ni4ud2zM,依依平價小火鍋,yī yī píng jià xiǎo huǒ guō ,4.640635308128335,https://www.instagram.com/explore/locations/295847474612203/,https://maps.google.com/?cid=3736753538507161103
276,wenzhou,台式/小吃,滷味,ChIJSwZBkYWpQjQRKpcW38-6L_Q,軒軒滷味,xuān xuān lǔ wèi ,4.628409888308825,https://www.instagram.com/explore/locations/331561763/,https://maps.google.com/?cid=17595487671123613482
320,wenzhou,日式料理,拉麵,ChIJ4WY-_e2pQjQR-qxVnVH29H8,麗人博多拉麵師大店,lì rén bó duō lā miàn shī dà diàn ,4.609995523574594,None,https://maps.google.com/?cid=9220265167526669562
82,118,台式/小吃,滷味,ChIJszDy-7-rQjQRUIu5ZiVfFDQ,潮味決,cháo wèi jué ,4.595707701780592,None,https://maps.google.com/?cid=3752729003748330320
189,wenzhou,飲料/甜點,飲料,ChIJ682G7NSpQjQRjfzSzU5IU_k,可不可熟成紅茶,kě bù kě shú chéng hóng chá ,4.59463255018893,https://www.instagram.com/explore/locations/194146924576750/-/,https://maps.google.com/?cid=17965782841808845965
109,118,素食/健康,素食,ChIJuWw81C6qQjQRD7lOTyFReqs,卡帛素食烘培,kǎ bó sù shí hōng péi ,4.593253109213789,https://www.instagram.com/explore/locations/376751555/-kapok/,https://maps.google.com/?cid=12356277731150706959
171,wenzhou,飲料/甜點,飲料,ChIJI1lDqY-pQjQR3GW0V3-gTPc,龍角手作茶,lóng jiǎo shǒu zuò chá ,4.588840126742294,None,https://maps.google.com/?cid=17819794294390941148
133,wenzhou,西式/美式,義大利麵,ChIJl-sBDI-pQjQRuAvhyCfLSGU,佬披薩,lǎo pī sà ,4.5855481895989625,None,https://maps.google.com/?cid=7298306567888243640
268,gongguan,東南亞,泰式料理,ChIJWzVrzpupQjQRak2OeMou72M,曼德樂泰式料理,màn dé lè tài shì liào lǐ ,4.574418057175054,https://www.instagram.com/explore/locations/31425424/,https://maps.google.com/?cid=7201025776329575786
336,gongguan,速食,速食,ChIJ6fT12YupQjQRxhugLfbofCw,肯德基KFC,kěn dé jī KFC ,4.554263837512097,https://www.instagram.com/explore/locations/506200249583173/kfc/,https://maps.google.com/?cid=3205693178806016966
292,wenzhou,台式/小吃,便當,ChIJN1FYzY-pQjQRttratn9uib4,池上木片便當,chí shàng mù piàn biàn dāng ,4.534212921606436,https://www.instagram.com/explore/locations/149031801816674/-/,https://maps.google.com/?cid=13729626433823365814
56,wenzhou,台式/小吃,小吃,ChIJw4SuCYepQjQRFvqRowp8-As,珍線坊懷舊小吃,zhēn xiàn fāng huái jiù xiǎo chī ,4.529736467059087,None,https://maps.google.com/?cid=862575713777220118
30,118,飲料/甜點,飲料,ChIJfRwILS-qQjQRa-f5mDID4Xg,何媽媽手作蒟蒻,hé mā mā shǒu zuò jǔ ruò ,4.516951564246757,https://www.instagram.com/explore/locations/261587327/,https://maps.google.com/?cid=8710246670161012587
127,wenzhou,西式/美式,義大利麵,ChIJtde7A4mpQjQR3cag3SFcF7c,蘇活義大利麵坊,sū huó yì dà lì miàn fāng ,4.51686882267219,https://www.instagram.com/explore/locations/255988177/,https://maps.google.com/?cid=13193114933927134941
382,gongguan,速食,速食,ChIJP-2ZnJmrQjQRcFz9rO-5VJM,肯德基KFC,kěn dé jī KFC ,4.507371168621981,https://www.instagram.com/explore/locations/506200249583173/kfc/,https://maps.google.com/?cid=10616314660669709424
299,wenzhou,西式/美式,早午餐,ChIJQxg4-gupQjQRG1_6tkO-vFM,好耶早午餐,hǎo yé zǎo wǔ cān ,4.501858709984138,https://www.instagram.com/explore/locations/114067486949198/,https://maps.google.com/?cid=6033906798811569947
175,wenzhou,飲料/甜點,冰品,ChIJyRzQjoWpQjQRDHBYXyxSVSs,古早茶坊,gǔ zǎo chá fāng ,4.49583797284183,https://www.instagram.com/explore/locations/54664965/,https://maps.google.com/?cid=3122492267182977036
231,gongguan,台式/小吃,炒飯,ChIJ4_gu74qpQjQRSEOje3P3-mE,水源食坊-不一樣炒飯,shuǐ yuán shí fāng - bù yī yàng chǎo fàn ,4.488601593825669,https://www.instagram.com/explore/locations/991711107549522/-/,https://maps.google.com/?cid=7060227441224270664
121,gongguan,速食,速食,ChIJm4r2zYupQjQRldQ-jLPXeIA,麥當勞-台北台大店,mài dāng láo - tái běi tái dà diàn ,4.482874545021082,None,https://maps.google.com/?cid=9257386200212100245
344,gongguan,台式/小吃,粥,ChIJa751qv-pQjQRNR7GmheM72U,滿粥穗台北公館店,mǎn zhōu suì tái běi gōng guǎn diàn ,4.472378604016873,None,https://maps.google.com/?cid=7345243550273379893
84,118,台式/小吃,鹹酥雞,ChIJ58Er3byrQjQR31YL_bPNJKQ,炸老大雞排,zhà lǎo dà jī pái ,4.434391713922745,None,https://maps.google.com/?cid=11827804694309983967
161,wenzhou,台式/小吃,粥,ChIJDfTnkYWpQjQRFCyyiSmODxo,食粥致神仙,shí zhōu zhì shén xiān ,4.4144762983335015,https://www.instagram.com/explore/locations/405824409/,https://maps.google.com/?cid=1877875878691744788
295,wenzhou,台式/小吃,便當,ChIJGd62CZCpQjQRCXZLeoxmwDU,青葉排骨便當,qīng yè pái gǔ biàn dāng ,4.382699026734826,https://www.instagram.com/explore/locations/251000465/,https://maps.google.com/?cid=3873208433071846921
343,gongguan,西式/美式,牛排,ChIJldrqooqpQjQRl4bCVhVRvuI,龐德羅莎(台大店),páng dé luó shā ( tái dà diàn ) ,4.363773588412144,https://www.instagram.com/explore/locations/265691176/,https://maps.google.com/?cid=16338585650238490263
207,wenzhou,台式/小吃,水餃,ChIJfUqtMo6pQjQRP4abkHS-9Pc,鍾國雲吞料理,zhōng guó yún tūn liào lǐ ,4.335306460096173,None,https://maps.google.com/?cid=17867115029537195583
272,wenzhou,台式/小吃,滷味,ChIJnZ4GY4-pQjQRnOwvVDnaYS8,大台北平價滷味,dà tái běi píng jià lǔ wèi ,4.31893352549893,https://www.instagram.com/explore/locations/417588791/,https://maps.google.com/?cid=3414249932283964572
259,gongguan,東南亞,泰式料理,ChIJYQe0dYupQjQRmcw_n5dhpzQ,新南城泰式料理,xīn nán chéng tài shì liào lǐ ,4.311035584837776,https://www.instagram.com/explore/locations/4892697/,https://maps.google.com/?cid=3794108514922646681
341,wenzhou,速食,速食,ChIJM3XAjLOpQjQRLqAEJ7D_Qf0,MoM’sTouch,MoM’sTouch ,4.30322789221937,https://www.instagram.com/explore/locations/106338274209952/moms-touch/,https://maps.google.com/?cid=18249148297115901998
98,118,西式/美式,早午餐,ChIJf5hrMC6qQjQRdsQWKLiRZC0,麥味登 敦南店,mài wèi dēng   dūn nán diàn ,4.269849168249175,None,https://maps.google.com/?cid=3270899449510413430
323,gongguan,素食/健康,素食,ChIJub2sVompQjQRf8TOJJd6BaA,開心農場素食店,kāi xīn nóng chǎng sù shí diàn ,4.257818708804826,https://www.instagram.com/explore/locations/285521867/,https://maps.google.com/?cid=11530757210528203903
260,gongguan,東南亞,泰式料理,ChIJVRHL5YqpQjQR1lBVvU0ZQN0,雲泰小鎮泰式料理,yún tài xiǎo zhèn tài shì liào lǐ ,4.249879552026254,https://www.instagram.com/explore/locations/230202201/,https://maps.google.com/?cid=15942770502571217110
326,gongguan,素食/健康,素食,ChIJC3j59oupQjQRH7rZvc7lWbk,蒸夠臭素食蒸臭豆腐,zhēng gòu chòu sù shí zhēng chòu dòu fǔ ,4.239721061443376,https://www.instagram.com/explore/locations/1016335441/,https://maps.google.com/?cid=13355958846055103007
173,gongguan,飲料/甜點,冰品,ChIJuaw9uIqpQjQR4ti8RP9PTro,綠屋冰城,lǜ wū bīng chéng ,4.229348734765531,None,https://maps.google.com/?cid=13424755497026509026
88,118,台式/小吃,便當,ChIJvcj32JarQjQRqkZX70do1ec,伊桑泰式炭烤雞腿,yī sāng tài shì tàn kǎo jī tuǐ ,4.223410688461511,None,https://maps.google.com/?cid=16705373050968164010
297,gongguan,西式/美式,早午餐,ChIJ8ZHPe2WpQjQRNR3e5ZtTLco,BFFGossipBrunch,BFFGossipBrunch ,4.207806254401183,None,https://maps.google.com/?cid=14568392298654997813
328,wenzhou,素食/健康,素食,ChIJVYN4N4mpQjQRDs9AM7xKXD4,彩椒廚房,cǎi jiāo chú fáng ,4.202762906968389,https://www.instagram.com/explore/locations/68220069/,https://maps.google.com/?cid=4493548700383104782
174,gongguan,飲料/甜點,冰品,ChIJv61btrmpQjQRCIQFTdbLQ38,墨潮青蛙撞奶,mò cháo qīng wā zhuàng nǎi ,4.198856538595075,None,https://maps.google.com/?cid=9170397387532108808
266,gongguan,東南亞,泰式料理,ChIJqRrRhIupQjQRqqEjglBbPZA,母女的店,mǔ nǚ de diàn ,4.192356337096361,https://www.instagram.com/explore/locations/848733/,https://maps.google.com/?cid=10393563916379857322
253,gongguan,韓式料理,韓式料理,ChIJT2ATg4upQjQRsuHtuX_giws,韓江館銅盤烤肉,hán jiāng guǎn tóng pán kǎo ròu ,4.1841677432254425,https://www.instagram.com/explore/locations/284118303/,https://maps.google.com/?cid=832005395364831666
279,wenzhou,台式/小吃,滷味,ChIJI9TbyJGpQjQRQgVtHYaneHw,大鹵鍋滷味,dà lǔ guō lǔ wèi ,4.158746345123649,None,https://maps.google.com/?cid=8969102852369483074
378,gongguan,素食/健康,素食,ChIJWbQXwoqpQjQRpggh9z5EWD0,VEGAN麻辣臭豆腐,VEGAN má là chòu dòu fǔ ,4.150893971577692,https://www.instagram.com/explore/locations/760290477491554/vegan/,https://maps.google.com/?cid=4420358071488940198
15,118,台式/小吃,粥,ChIJtT6JmSyqQjQRwCojfqo_tQc,一流清粥小菜,yì liú qīng zhōu xiǎo cài ,4.147531124288103,https://www.instagram.com/explore/locations/1041643/,https://maps.google.com/?cid=555420130543348416
350,gongguan,飲料/甜點,飲料,ChIJZ1hI14WpQjQRWkCFEnfwUS4,凰上您好手搖飲,huáng shàng nín hǎo shǒu yáo yǐn ,4.11733743562688,None,https://maps.google.com/?cid=3337713193060745306
233,gongguan,台式/小吃,炒飯,ChIJySfUe4ypQjQRgoVeUgYjZrI,香鄉麵食館,xiāng xiāng miàn shí guǎn ,4.117033191275628,https://www.instagram.com/explore/locations/239253149/,https://maps.google.com/?cid=12855000696434361730
304,gongguan,西式/美式,早午餐,ChIJ7-vZNXGpQjQR_4yTwlFtc5g,MWD麥味登台大店,MWD mài wèi dēng tái dà diàn ,4.115976513241618,https://www.instagram.com/explore/locations/113880446638177/-cafebrunch/,https://maps.google.com/?cid=10985244114011000063
274,gongguan,台式/小吃,滷味,ChIJ4SSFmYupQjQRS_HFB6TskW0,軒軒滷味公館分店,xuān xuān lǔ wèi gōng guǎn fēn diàn ,4.114391616489435,None,https://maps.google.com/?cid=7895351811006394699
288,gongguan,素食/健康,素食,ChIJn-RB6oqpQjQRTBPsvDY6QF8,公館夜市【素食鹹酥雞】,gōng guǎn yè shì 【 sù shí xián sū jī 】 ,4.10991114975036,https://www.instagram.com/explore/locations/223053217/,https://maps.google.com/?cid=6863549838884868940
243,gongguan,日式料理,日式料理,ChIJvVwtAIypQjQR9zeQpfeQjUg,小原田公館店,xiǎo yuán tián gōng guǎn diàn ,4.09777012655487,None,https://maps.google.com/?cid=5227994135756027895
71,118,日式料理,日式料理,ChIJG0U1DC2qQjQRC6EhdY-DM_c,海福岡日本料理,hǎi fú gāng rì běn liào lǐ ,4.084107083591434,https://www.instagram.com/explore/locations/239901403/,https://maps.google.com/?cid=17812725603349143819
257,wenzhou,韓式料理,韓式料理,ChIJf_wOJpCpQjQRcx66sQNJUPQ,韓石鍋,hán shí guō ,4.068163892042178,https://www.instagram.com/explore/locations/45048477/,https://maps.google.com/?cid=17604651223606763123
249,gongguan,日式料理,日式料理,ChIJm9Pm4oqpQjQRDV5mvDLTn_k,幸好沒錯過你,xìng hǎo méi cuò guò nǐ ,4.06348738287074,None,https://maps.google.com/?cid=17987327651603701261
385,gongguan,速食,速食,ChIJXeWWloupQjQR3W0uyzTM6uI,豬兒子漢堡店,zhū ér zi hàn bǎo diàn ,4.024751378930343,None,https://maps.google.com/?cid=16351105924241190365
232,gongguan,台式/小吃,炒飯,ChIJ3dDD6IqpQjQRucuudqWtJoM,狠台台式炒飯炒麵,hěn tái tái shì chǎo fàn chǎo miàn ,3.981807257471408,None,https://maps.google.com/?cid=9450431794255940537
132,gongguan,西式/美式,義大利麵,ChIJux-i5E6pQjQRxYPJq9IlSls,轉轉發現義大利麵,zhuǎn zhuǎn fā xiàn yì dà lì miàn ,3.929712011584265,https://www.instagram.com/explore/locations/121938724579724/-/,https://maps.google.com/?cid=6578111792483500997
86,118,台式/小吃,便當,ChIJawRDvPOrQjQRg2nYcfJJRoM,弁當工場,biàn dāng gōng chǎng ,3.873126214588238,None,https://maps.google.com/?cid=9459329372979227011
319,gongguan,日式料理,拉麵,ChIJd_KXmIupQjQRRLfmqJ3ppUA,頑固石板料理,wán gù shí bǎn liào lǐ ,3.867409141903391,https://www.instagram.com/explore/locations/18136492/,https://maps.google.com/?cid=4658386252937475908
78,118,台式/小吃,滷味,ChIJM1V7Mi-qQjQR5aTWxn1CUT8,周氏冰鎮滷味,zhōu shì bīng zhèn lǔ wèi ,3.795056449503738,None,https://maps.google.com/?cid=4562501005477324005
375,gongguan,西式/美式,早午餐,ChIJjSvhGEqrQjQRKF1T3sVyeFY,海音Brunch,hǎi yīn Brunch ,3.793423160406573,None,https://maps.google.com/?cid=6230856278631210280
269,gongguan,東南亞,泰式料理,ChIJD2HpwyGpQjQR9l9qll3g_E0,大杵臼泰式料理,dà chǔ jiù tài shì liào lǐ ,3.7683668817053526,None,https://maps.google.com/?cid=5619613127611670518
271,wenzhou,東南亞,泰式料理,ChIJxc2Wb4-pQjQRarCVcyHWTWQ,伊洛瓦底,yī luò wǎ dǐ ,3.7468033440546646,https://www.instagram.com/explore/locations/330570161/,https://maps.google.com/?cid=7227668416160968810
77,wenzhou,台式/小吃,滷味,ChIJ1ZsVwCmqQjQRkyBcm0ygWI4,尚讚滷味,shàng zàn lǔ wèi ,3.709524072349819,https://www.instagram.com/explore/locations/1032004904/,https://maps.google.com/?cid=10257124402220769427
236,wenzhou,台式/小吃,炒飯,ChIJmfkSC4-pQjQR46Ugye5gnOQ,牛老大牛肉麵館,niú lǎo dà niú ròu miàn guǎn ,3.677573793375074,https://www.instagram.com/explore/locations/435659950/,https://maps.google.com/?cid=16473148115707274723
370,gongguan,台式/小吃,滷味,ChIJy3pgw4qpQjQRHdZE0gM6HNc,公館滷味王,gōng guǎn lǔ wèi wáng ,3.6666736369883415,None,https://maps.google.com/?cid=15500327805589444125
310,wenzhou,日式料理,拉麵,ChIJTZyavYWpQjQR46DZJP7lplQ,元日本豚骨拉麵,yuán rì běn tún gǔ lā miàn ,3.658896611490193,None,https://maps.google.com/?cid=6099815625022611683
1,118,西式/美式,義大利麵,ChIJzUlT0i6qQjQRxdfM8tM4QJs,格芮潘義式創意廚房,gé ruì pān yì shì chuàng yì chú fáng ,3.6432457629254205,https://www.instagram.com/explore/locations/329485438/,https://maps.google.com/?cid=11187003957351077829
124,118,速食,速食,ChIJf_fLRvarQjQRFDDWkgvL9EM,MosBurger,MosBurger ,3.6279537527052867,https://www.instagram.com/explore/locations/255380041/,https://maps.google.com/?cid=4896761945427161108
99,118,西式/美式,早午餐,ChIJq4Cddi6qQjQRtSouaYEUL9c,找餐。店,zhǎo cān 。 diàn ,3.6256763809299484,https://www.instagram.com/explore/locations/6820626/,https://maps.google.com/?cid=15505634588107877045
352,gongguan,飲料/甜點,飲料,ChIJQ_OhEIupQjQRaZOebBWucbE,50嵐公館店,50 lán gōng guǎn diàn ,3.5508166835398915,https://www.instagram.com/explore/locations/858067/50/,https://maps.google.com/?cid=12786192224121426793
